Genome assembly,Cell type class,Cell type,Number of experiments,Experimental IDs included
mm9,Gonad,Sperm,66,"ERX1236388,ERX1236389,ERX1236390,ERX132667,ERX132668,ERX132682,ERX132683,ERX132687,ERX132688,SRX1159955,SRX1159956,SRX1159957,SRX1159958,SRX1159959,SRX1159960,SRX1159961,SRX1159962,SRX1159963,SRX1159964,SRX1533815,SRX1631884,SRX1631885,SRX1631886,SRX1631887,SRX1631888,SRX1631889,SRX1631890,SRX1631891,SRX1631892,SRX1631893,SRX1631894,SRX1631901,SRX1631902,SRX1631904,SRX1668473,SRX1809906,SRX1809907,SRX1865244,SRX207534,SRX207535,SRX207536,SRX207537,SRX207538,SRX207539,SRX207540,SRX207541,SRX221733,SRX2370877,SRX2370879,SRX2370880,SRX2370881,SRX2370882,SRX2370883,SRX2370884,SRX2370885,SRX2370886,SRX3029468,SRX332357,SRX478585,SRX478586,SRX478587,SRX478588,SRX555507,SRX555508,SRX738847,SRX738874"
mm9,Gonad,Spermatids,50,"SRX076062,SRX076063,SRX076064,SRX076065,SRX099895,SRX099896,SRX099897,SRX1060569,SRX1060570,SRX1060571,SRX1060572,SRX1060573,SRX1060574,SRX1060575,SRX1060576,SRX1060577,SRX1091832,SRX1091833,SRX1091834,SRX1164973,SRX1548320,SRX1548321,SRX1548322,SRX1548323,SRX1548324,SRX1987845,SRX207543,SRX207544,SRX207545,SRX207546,SRX207547,SRX207548,SRX219257,SRX254630,SRX254631,SRX254632,SRX254633,SRX3029467,SRX332345,SRX332348,SRX332350,SRX332353,SRX332356,SRX332358,SRX332359,SRX332360,SRX332363,SRX336652,SRX336653,SRX879641"
mm9,Gonad,Spermatocytes,100,"SRX099892,SRX099893,SRX099894,SRX1060560,SRX1060561,SRX1060562,SRX1060563,SRX1060564,SRX1060565,SRX1060566,SRX1060567,SRX1060568,SRX1508234,SRX1508235,SRX1508236,SRX1508237,SRX1548325,SRX1548326,SRX1548327,SRX1548328,SRX1548329,SRX1987844,SRX219256,SRX2899186,SRX2899187,SRX2899188,SRX2899189,SRX2899190,SRX3029466,SRX332344,SRX332347,SRX332349,SRX332352,SRX332355,SRX332362,SRX336649,SRX336650,SRX381465,SRX381466,SRX381467,SRX381468,SRX381469,SRX381470,SRX381471,SRX381472,SRX515496,SRX515497,SRX515498,SRX515499,SRX515500,SRX515501,SRX515502,SRX515503,SRX515504,SRX689475,SRX689476,SRX689477,SRX689478,SRX689479,SRX689480,SRX689481,SRX689482,SRX689483,SRX689484,SRX689485,SRX689486,SRX689487,SRX689488,SRX689489,SRX689490,SRX689491,SRX689492,SRX689493,SRX689494,SRX689495,SRX689496,SRX689497,SRX689498,SRX709669,SRX709670,SRX709671,SRX717591,SRX717592,SRX717593,SRX717594,SRX717595,SRX717596,SRX717597,SRX985238,SRX985239,SRX985240,SRX985241,SRX985242,SRX985243,SRX994660,SRX994661,SRX997035,SRX997036,SRX997037,SRX997038"
mm9,Gonad,Spermatogenic cells,6,"SRX2582921,SRX2582922,SRX2582923,SRX2582924,SRX2582925,SRX2582926"
mm9,Gonad,Spermatogonia,41,"SRX1284245,SRX1284246,SRX1284247,SRX1284248,SRX1284249,SRX1284250,SRX1284251,SRX1284252,SRX1284253,SRX1594760,SRX1594761,SRX1594762,SRX1594763,SRX1594764,SRX1594765,SRX1594766,SRX1594767,SRX1594768,SRX1594769,SRX1594770,SRX1594771,SRX1594772,SRX1594773,SRX1594774,SRX1594775,SRX1594776,SRX1594777,SRX332343,SRX332346,SRX332351,SRX332361,SRX471836,SRX471837,SRX471838,SRX471839,SRX821228,SRX821229,SRX821230,SRX821231,SRX821232,SRX821233"
mm9,Gonad,Testicular germ cells,20,"SRX591708,SRX591709,SRX591710,SRX591711,SRX591718,SRX591719,SRX591720,SRX591721,SRX591730,SRX591731,SRX591732,SRX591733,SRX591734,SRX591735,SRX591736,SRX591737,SRX591738,SRX591739,SRX591740,SRX591741"
mm9,Gonad,Testicular somatic cells,4,"SRX591716,SRX591717,SRX591728,SRX591729"
mm9,Gonad,Testis,333,"DRX013420,DRX013421,DRX013422,DRX013423,DRX013424,DRX013425,DRX013426,DRX013427,DRX013428,DRX013429,DRX013430,DRX013431,DRX013432,DRX013433,DRX013434,DRX013435,DRX013436,DRX013437,DRX013438,DRX013439,DRX013440,DRX013441,DRX013442,DRX013443,DRX013444,DRX013445,DRX013446,DRX013447,DRX013448,DRX013449,DRX013450,DRX013451,ERX016358,ERX016360,ERX016361,ERX096869,ERX096873,ERX144518,ERX144521,ERX144523,ERX144524,ERX144526,ERX144528,ERX144529,ERX144532,ERX144534,ERX144535,ERX144536,ERX144540,ERX144541,ERX144544,ERX144545,ERX144550,ERX144553,ERX144556,ERX161933,ERX161939,ERX221029,ERX221032,SRX027437,SRX027438,SRX027439,SRX027440,SRX027441,SRX027442,SRX027443,SRX027444,SRX027445,SRX027446,SRX027447,SRX027448,SRX027449,SRX027450,SRX027451,SRX027452,SRX1011024,SRX1011025,SRX1011026,SRX1011027,SRX112531,SRX112532,SRX112533,SRX112534,SRX112535,SRX112536,SRX112537,SRX112538,SRX112539,SRX112540,SRX112541,SRX112972,SRX112973,SRX112974,SRX112975,SRX112976,SRX112977,SRX118371,SRX118372,SRX118373,SRX118374,SRX118375,SRX118376,SRX118377,SRX118378,SRX118379,SRX118380,SRX118381,SRX118382,SRX118383,SRX118384,SRX118385,SRX118386,SRX118387,SRX118388,SRX118389,SRX118390,SRX118391,SRX118392,SRX118393,SRX118394,SRX118395,SRX118396,SRX118398,SRX1317037,SRX1317038,SRX1317039,SRX1317040,SRX1317041,SRX1317042,SRX1317043,SRX1317044,SRX1317045,SRX143796,SRX143803,SRX143843,SRX1439637,SRX1439638,SRX1439639,SRX1439640,SRX1439641,SRX1439642,SRX1439643,SRX1439644,SRX1439645,SRX1439646,SRX1439647,SRX1439648,SRX1439649,SRX1439650,SRX1439651,SRX1439652,SRX1439653,SRX1439654,SRX1439655,SRX1439656,SRX1439657,SRX1439658,SRX1452668,SRX1452669,SRX1452670,SRX1452671,SRX1452672,SRX1452673,SRX1452674,SRX1452675,SRX1452676,SRX1452677,SRX1452678,SRX1452679,SRX1452680,SRX1452681,SRX1452682,SRX1452683,SRX1452684,SRX1452685,SRX1452686,SRX1452687,SRX1452688,SRX1452689,SRX1452690,SRX1452691,SRX1452692,SRX1452693,SRX1452694,SRX1452695,SRX1452696,SRX1452697,SRX1452698,SRX1452699,SRX1550227,SRX1550228,SRX1550229,SRX1550230,SRX1550231,SRX1550232,SRX1550233,SRX1550234,SRX1667522,SRX1667523,SRX1667524,SRX1667525,SRX1667526,SRX1667527,SRX1667528,SRX1667529,SRX1739693,SRX1739694,SRX1739695,SRX1739696,SRX1739697,SRX1739698,SRX1739699,SRX1739700,SRX1739701,SRX1739702,SRX1739703,SRX1764237,SRX1764238,SRX1764239,SRX1764240,SRX1764241,SRX1764242,SRX1764243,SRX1764244,SRX1764245,SRX1764246,SRX1764247,SRX1764248,SRX1764249,SRX1764250,SRX1764251,SRX1764252,SRX1764253,SRX1764254,SRX1764255,SRX1764256,SRX185788,SRX185799,SRX185800,SRX185802,SRX185866,SRX185881,SRX219255,SRX2354009,SRX2354010,SRX237508,SRX237509,SRX237510,SRX237511,SRX244353,SRX244354,SRX244355,SRX244356,SRX2511188,SRX2511189,SRX2511190,SRX2511191,SRX2511192,SRX2511193,SRX2511194,SRX2511195,SRX2511196,SRX2511197,SRX2511198,SRX2511199,SRX2511200,SRX2511201,SRX2511202,SRX2511203,SRX2511204,SRX2511205,SRX2511206,SRX2511207,SRX2511208,SRX2511209,SRX2511210,SRX2511211,SRX2511212,SRX2511213,SRX2511214,SRX2511215,SRX2511216,SRX2511217,SRX2511218,SRX2511219,SRX2899172,SRX2899173,SRX2899174,SRX2899175,SRX2899176,SRX2899177,SRX2899178,SRX2899179,SRX2899180,SRX2899181,SRX2899182,SRX2899183,SRX2899184,SRX2899185,SRX317221,SRX317222,SRX317223,SRX349389,SRX349390,SRX349391,SRX671893,SRX671894,SRX671895,SRX671896,SRX671897,SRX671898,SRX671899,SRX671900,SRX681860,SRX681861,SRX689499,SRX689500,SRX803708,SRX803709,SRX803710,SRX803711,SRX803712,SRX803713,SRX838549,SRX838550,SRX838551,SRX838552,SRX995289,SRX995290,SRX995291,SRX995595,SRX995596,SRX995598"
mm9,Kidney,Kidney,64,"ERX096850,ERX096865,ERX1649660,ERX1649663,ERX1649666,ERX1649669,ERX221027,ERX221031,SRX020250,SRX062960,SRX062961,SRX062962,SRX062963,SRX062964,SRX062965,SRX085439,SRX085446,SRX085456,SRX112924,SRX143808,SRX143823,SRX143850,SRX1833005,SRX1833006,SRX1833055,SRX1833056,SRX1833245,SRX1833246,SRX1833394,SRX1833395,SRX1833607,SRX1833608,SRX1833635,SRX1833636,SRX1833664,SRX1833665,SRX1833756,SRX1833757,SRX1834022,SRX1834023,SRX185784,SRX185798,SRX185813,SRX188646,SRX191051,SRX2229890,SRX2229891,SRX2423540,SRX2423541,SRX2424264,SRX286394,SRX286395,SRX286396,SRX286397,SRX286398,SRX286399,SRX286400,SRX286401,SRX286402,SRX286403,SRX373260,SRX373261,SRX388190,SRX685890"
mm9,Kidney,Kidney Cortex,6,"SRX804273,SRX804274,SRX804275,SRX804276,SRX804277,SRX804278"
mm9,Kidney,Patski,4,"SRX191029,SRX236087,SRX661586,SRX661587"
mm9,Kidney,Podocytes,14,"SRX1050546,SRX1050547,SRX1050548,SRX1050549,SRX1050550,SRX1050551,SRX1050552,SRX806581,SRX806582,SRX806583,SRX806584,SRX806585,SRX806586,SRX806587"
mm9,Kidney,Renal epithelial cells,2,"SRX2734077,SRX2734078"
mm9,Kidney,mIMCD-3,10,"SRX100820,SRX100821,SRX100822,SRX100823,SRX100824,SRX100825,SRX1116345,SRX1116346,SRX1116347,SRX1116348"
mm9,Kidney,mpkCCD,12,"SRX1660074,SRX1660075,SRX1660076,SRX1660077,SRX1660078,SRX1660079,SRX1660080,SRX1660081,SRX1660082,SRX1660083,SRX1660084,SRX1660085"
mm9,Kidney,mpkDCT,3,"SRX1553676,SRX1553677,SRX1553678"
mm9,Liver,BNL CL.2,2,"SRX1447345,SRX1447346"
mm9,Liver,"Carcinoma, Hepatocellular",2,"SRX467208,SRX467209"
mm9,Liver,Hepa 1-6,12,"ERX1214182,ERX1214183,SRX301457,SRX301458,SRX301459,SRX301460,SRX301461,SRX301462,SRX301463,SRX547853,SRX547854,SRX547855"
mm9,Liver,Hepa-1c1c7,2,"ERX1214184,ERX1214185"
mm9,Liver,Hepatocytes,123,"ERX008720,ERX008721,ERX008722,ERX008723,ERX008729,ERX008734,ERX008739,ERX008742,ERX008744,ERX008746,ERX008747,ERX008753,ERX008757,ERX008758,ERX008762,ERX025730,ERX025731,ERX112959,ERX112960,ERX112961,ERX112962,ERX112963,ERX112964,ERX112965,ERX112966,ERX112967,ERX112968,ERX112969,ERX112970,ERX112971,ERX112972,ERX112973,ERX112974,ERX112975,ERX112976,ERX112977,ERX112978,ERX112979,ERX112980,ERX112981,ERX112982,ERX112983,ERX112984,ERX112985,ERX112986,ERX112987,ERX112988,ERX112989,ERX112990,ERX112991,ERX112992,ERX112993,ERX112994,ERX112995,ERX112996,ERX112997,ERX112998,ERX112999,ERX113000,ERX113001,ERX113002,ERX113003,ERX113004,ERX113005,ERX113006,ERX113007,ERX113008,ERX113009,ERX113010,ERX113011,ERX113012,ERX113013,ERX113014,ERX113015,ERX113016,ERX204058,ERX204059,ERX204060,ERX204061,ERX204062,ERX204063,ERX204064,ERX204065,ERX204066,ERX204067,ERX204068,ERX204069,ERX204070,ERX204071,ERX204072,ERX309842,ERX309843,ERX309867,SRX019006,SRX019007,SRX019008,SRX019009,SRX019010,SRX019015,SRX1038979,SRX1038980,SRX1038981,SRX1038982,SRX1039003,SRX1039005,SRX1039028,SRX1039030,SRX116906,SRX116907,SRX116909,SRX1334843,SRX1334844,SRX1534185,SRX1534186,SRX1534187,SRX1534188,SRX555532,SRX555533,SRX849468,SRX849469,SRX849470,SRX849471,SRX849472"
mm9,Liver,Hepatoma,3,"SRX2228737,SRX2228738,SRX2228745"
mm9,Liver,Kupffer Cells,12,"SRX760550,SRX760551,SRX760552,SRX760553,SRX760590,SRX760598,SRX760599,SRX760600,SRX760613,SRX760614,SRX760615,SRX801897"
